copy dev.tpostcode (postcode_1,name,lat,long) from postcode.dat with delimited as ','


"postcode","district","x","y","latitude","longitude"
"NE32","Newcastle upon Tyne",433100,563800,54.96,-1.48
"NE33","Newcastle upon Tyne",436600,566400,54.99,-1.42
"NE34","Newcastle upon Tyne",437100,564300,54.97,-1.42
"NE35","Newcastle upon Tyne",434600,562100,54.95,-1.46
"NE36","Newcastle upon Tyne",436000,561300,54.94,-1.43
"NE37","Newcastle upon Tyne",430400,557700,54.91,-1.52
"NE38","Newcastle upon Tyne",430500,555600,54.89,-1.52
"NE39","Newcastle upon Tyne",415500,558800,54.92,-1.75
"NE4","Newcastle upon Tyne",422900,564400,54.97,-1.64
"NE40","Newcastle upon Tyne",414600,563500,54.96,-1.77
"NE41","Newcastle upon Tyne",411600,564600,54.97,-1.81
"NE42","Newcastle upon Tyne",409300,563100,54.96,-1.85
"NE43","Newcastle upon Tyne",406100,561500,54.94,-1.90
"NE44","Newcastle upon Tyne",401400,560900,54.94,-1.97
"NE45","Newcastle upon Tyne",399000,564700,54.97,-2.01
"NE46","Newcastle upon Tyne",393200,565000,54.97,-2.10
"NE47","Newcastle upon Tyne",383900,559400,54.92,-2.25
"NE48","Newcastle upon Tyne",383600,581900,55.13,-2.25
"NE49","Newcastle upon Tyne",370600,563700,54.96,-2.45
"NE5","Newcastle upon Tyne",420000,566900,54.99,-1.68
"NE6","Newcastle upon Tyne",427900,564800,54.97,-1.56
"NE61","Newcastle upon Tyne",419800,587400,55.18,-1.68
"NE62","Newcastle upon Tyne",426000,585300,55.16,-1.59
"NE63","Newcastle upon Tyne",427900,587100,55.17,-1.56
"NE64","Newcastle upon Tyne",430900,587900,55.18,-1.51
"NE65","Newcastle upon Tyne",415800,602100,55.31,-1.75
"NE66","Newcastle upon Tyne",417000,615000,55.42,-1.73
"NE67","Newcastle upon Tyne",419400,626700,55.53,-1.69
"NE68","Newcastle upon Tyne",421600,631200,55.57,-1.65
"NE69","Newcastle upon Tyne",417900,634600,55.60,-1.71
"NE7","Newcastle upon Tyne",427000,567300,55.00,-1.57
"NE70","Newcastle upon Tyne",411600,633400,55.59,-1.81
"NE71","Newcastle upon Tyne",397200,629100,55.55,-2.04
"NE8","Newcastle upon Tyne",425400,562400,54.95,-1.60
"NE9","Newcastle upon Tyne",426700,559700,54.93,-1.58
"NE99","Newcastle upon Tyne",424800,563700,54.96,-1.61
"NG1","Nottingham",457300,340000,52.95,-1.14
"NG10","Nottingham",448300,333900,52.90,-1.28
"NG11","Nottingham",455600,333900,52.89,-1.17
"NG12","Nottingham",463600,335300,52.91,-1.05
"NG13","Nottingham",472500,339500,52.94,-0.92
"NG14","Nottingham",464600,346900,53.01,-1.03
"NG15","Nottingham",453400,350100,53.04,-1.20
"NG16","Nottingham",447400,348000,53.02,-1.29
"NG17","Nottingham",449500,357900,53.11,-1.26
"NG18","Nottingham",454600,360400,53.13,-1.18
"NG19","Nottingham",453700,362800,53.16,-1.19
"NG2","Nottingham",458400,337900,52.93,-1.13
"NG20","Nottingham",454500,368400,53.21,-1.18
"NG21","Nottingham",459900,360800,53.14,-1.10
"NG22","Nottingham",468800,365100,53.17,-0.97
"NG23","Nottingham",480300,358300,53.11,-0.80
"NG24","Nottingham",480500,353200,53.07,-0.79
"NG25","Nottingham",470000,353400,53.07,-0.95
"NG3","Nottingham",458500,341500,52.96,-1.12
"NG31","Nottingham",491500,336100,52.91,-0.64
"NG32","Nottingham",490700,340000,52.94,-0.64
"NG33","Nottingham",495800,325500,52.81,-0.57
"NG34","Nottingham",508000,344600,52.98,-0.39
"NG4","Nottingham",461400,341900,52.97,-1.08
"NG5","Nottingham",457500,344800,52.99,-1.14
"NG6","Nottingham",454300,344800,52.99,-1.19
"NG7","Nottingham",455400,340400,52.95,-1.17
"NG8","Nottingham",452900,341100,52.96,-1.21
"NG9","Nottingham",451400,336800,52.92,-1.23
"NN1","Northampton",476000,261000,52.24,-0.88
"NN10","Northampton",495700,266900,52.29,-0.59
"NN11","Northampton",456100,260600,52.24,-1.17
"NN12","Northampton",468600,248200,52.12,-0.99
"NN13","Northampton",458500,237500,52.03,-1.14
"NN14","Northampton",489000,279900,52.41,-0.69
"NN15","Northampton",488100,277100,52.38,-0.70
"NN16","Northampton",487000,279400,52.40,-0.72
"NN17","Northampton",489000,290000,52.50,-0.68
"NN18","Northampton",487300,287700,52.48,-0.71
"NN2","Northampton",475400,263300,52.26,-0.89
"NN29","Northampton",491200,263300,52.26,-0.66
"NN3","Northampton",478800,263300,52.26,-0.84
"NN4","Northampton",475400,258200,52.21,-0.89
"NN5","Northampton",473100,261600,52.24,-0.93
"NN6","Northampton",472000,269900,52.32,-0.94
"NN7","Northampton",473300,257400,52.21,-0.92
"NN8","Northampton",488800,268000,52.30,-0.69
"NN9","Northampton",495500,271500,52.33,-0.59
"NP10","Newport",327600,187300,51.57,-3.04
"NP11","Newport",321800,194400,51.64,-3.13
"NP12","Newport",317200,197400,51.66,-3.19
"NP13","Newport",321300,204600,51.73,-3.14
"NP15","Newport",338800,203400,51.72,-2.88
"NP16","Newport",352400,194800,51.65,-2.68
"NP18","Newport",334700,190200,51.60,-2.94
"NP19","Newport",333300,188300,51.58,-2.96
"NP20","Newport",330400,188500,51.59,-3.00
"NP22","Newport",313300,208800,51.77,-3.25
"NP23","Newport",317500,210300,51.78,-3.19
"NP24","Newport",314500,203100,51.72,-3.23
"NP25","Newport",350200,211900,51.80,-2.72
"NP26","Newport",346200,188300,51.59,-2.77
"NP4","Newport",327800,202800,51.71,-3.04
"NP44","Newport",329000,195200,51.65,-3.02
"NP7","Newport",330500,215000,51.82,-3.00
"NP8","Newport",321100,218600,51.86,-3.14
"NR1","Norwich",624000,308400,52.62,1.31
"NR10","Norwich",619100,320400,52.73,1.24
"NR11","Norwich",620600,332200,52.84,1.27
"NR12","Norwich",634200,323700,52.76,1.47
"NR13","Norwich",635000,309700,52.63,1.47
"NR14","Norwich",629100,301700,52.56,1.38
"NR15","Norwich",621900,294900,52.50,1.27
"NR16","Norwich",607900,290900,52.47,1.06
"NR17","Norwich",603300,295100,52.51,0.99
"NR18","Norwich",610800,301600,52.57,1.11
"NR19","Norwich",598000,312700,52.67,0.92
"NR2","Norwich",622300,308700,52.63,1.28
"NR20","Norwich",601300,318300,52.72,0.98
"NR21","Norwich",592100,330900,52.84,0.85
"NR22","Norwich",592900,336800,52.89,0.86
"NR23","Norwich",592100,342900,52.94,0.86
"NR24","Norwich",605400,333400,52.85,1.05
"NR25","Norwich",607400,340300,52.92,1.08
"NR26","Norwich",616100,342400,52.93,1.21
"NR27","Norwich",621900,341500,52.92,1.30
"NR28","Norwich",629100,330400,52.82,1.40
"NR29","Norwich",645900,316800,52.69,1.63
"NR3","Norwich",622900,310200,52.64,1.29
"NR30","Norwich",652400,308900,52.61,1.72
"NR31","Norwich",651400,304100,52.57,1.71
"NR32","Norwich",653500,294500,52.48,1.73
"NR33","Norwich",652700,290600,52.45,1.71
"NR34","Norwich",643600,288300,52.43,1.58
"NR35","Norwich",633300,290400,52.46,1.43
"NR4","Norwich",621000,306800,52.61,1.26
"NR5","Norwich",618800,309700,52.64,1.23
"NR6","Norwich",622000,312100,52.66,1.28
"NR8","Norwich",617100,313800,52.67,1.21
"NR9","Norwich",610400,308800,52.63,1.10
"NW1","London",528800,183200,51.53,-0.14
"NW10","London",521600,183800,51.54,-0.24
"NW11","London",525000,188200,51.57,-0.19
"NW2","London",523500,185900,51.55,-0.21
"NW3","London",526800,185300,51.55,-0.17
"NW4","London",523100,189100,51.58,-0.22
"NW5","London",528800,185300,51.55,-0.14
"NW6","London",525200,184100,51.54,-0.19
"NW7","London",522200,192200,51.61,-0.23
"NW8","London",526800,183000,51.53,-0.17
"NW9","London",520900,189000,51.58,-0.25
"OL1","Oldham",393000,405900,53.54,-2.10
"OL10","Oldham",385300,410500,53.59,-2.22
"OL11","Oldham",388500,412200,53.60,-2.17
"OL12","Oldham",389100,415500,53.63,-2.16
"OL13","Oldham",386600,422700,53.70,-2.20
"OL14","Oldham",393500,424200,53.71,-2.09
"OL15","Oldham",393400,416400,53.64,-2.10
"OL16","Oldham",391300,412900,53.61,-2.13
"OL2","Oldham",392800,408400,53.57,-2.10
"OL3","Oldham",399400,406300,53.55,-2.00
"OL4","Oldham",395200,405100,53.54,-2.07
"OL5","Oldham",397500,402300,53.51,-2.03
"OL6","Oldham",394300,399700,53.49,-2.08
"OL7","Oldham",393000,399300,53.49,-2.10
"OL8","Oldham",392300,403300,53.52,-2.11
"OL9","Oldham",390600,404800,53.53,-2.14
"OX1","Oxford",451100,205400,51.74,-1.25
"OX10","Oxford",460500,190300,51.60,-1.12
"OX11","Oxford",452200,189300,51.59,-1.24
"OX12","Oxford",439800,188600,51.59,-1.42
"OX13","Oxford",445100,198000,51.67,-1.34
"OX14","Oxford",450100,196800,51.66,-1.27
"OX15","Oxford",440700,237300,52.03,-1.40
"OX16","Oxford",445200,240700,52.06,-1.34
"OX17","Oxford",448700,241900,52.07,-1.28
"OX18","Oxford",428200,207200,51.76,-1.59
"OX2","Oxford",449900,207600,51.76,-1.27
"OX20","Oxford",444200,217800,51.85,-1.35
"OX25","Oxford",454200,222800,51.90,-1.21
"OX26","Oxford",458400,222900,51.90,-1.15
"OX27","Oxford",458600,226900,51.93,-1.14
"OX28","Oxford",435400,209800,51.78,-1.48
"OX29","Oxford",439200,210800,51.79,-1.43
"OX3","Oxford",454200,207300,51.76,-1.21
"OX33","Oxford",458900,207000,51.75,-1.14
"OX39","Oxford",475100,200800,51.70,-0.91
"OX4","Oxford",454200,203800,51.73,-1.21
"OX44","Oxford",460100,200600,51.70,-1.13
"OX49","Oxford",469200,195100,51.65,-1.00
"OX5","Oxford",449600,214800,51.82,-1.28
"OX6","Oxford",457300,223700,51.90,-1.16
"OX7","Oxford",432500,223800,51.91,-1.52
"OX8","Oxford",437600,210300,51.79,-1.45
"OX9","Oxford",470300,204900,51.73,-0.98
"PA1","Paisley",248700,663900,55.84,-4.41
"PA10","Paisley",240200,663000,55.83,-4.55
"PA11","Paisley",238400,665600,55.85,-4.58
"PA12","Paisley",235600,658900,55.79,-4.62
"PA13","Paisley",235600,669700,55.89,-4.62
"PA14","Paisley",233600,673700,55.92,-4.66
"PA15","Paisley",228400,675600,55.94,-4.74
"PA16","Paisley",225400,675800,55.94,-4.79
"PA17","Paisley",219700,667300,55.86,-4.88
"PA18","Paisley",219500,670000,55.88,-4.88
"PA19","Paisley",223800,676900,55.95,-4.82
"PA2","Paisley",247600,662200,55.82,-4.43
"PA20","Paisley",208600,664400,55.83,-5.05
"PA21","Paisley",197000,672400,55.90,-5.24
"PA22","Paisley",203000,679800,55.97,-5.15
"PA23","Paisley",217000,677400,55.95,-4.93
"PA24","Paisley",219600,699800,56.15,-4.90
"PA25","Paisley",211500,706700,56.21,-5.04
"PA26","Paisley",218100,711100,56.25,-4.93
"PA27","Paisley",208500,700000,56.15,-5.08
"PA28","Paisley",172100,621700,55.43,-5.60
"PA29","Paisley",182100,662300,55.80,-5.47
"PA3","Paisley",246800,664800,55.85,-4.44
"PA30","Paisley",185100,685400,56.01,-5.44
"PA31","Paisley",184400,689800,56.05,-5.46
"PA32","Paisley",206700,705500,56.20,-5.11
"PA33","Paisley",211300,723900,56.37,-5.05
"PA34","Paisley",184100,728800,56.40,-5.49
"PA35","Paisley",201100,728300,56.40,-5.22
"PA36","Paisley",229600,739900,56.52,-4.77
"PA37","Paisley",191400,735800,56.46,-5.38
"PA38","Paisley",195300,749400,56.59,-5.33
"PA4","Paisley",250100,667200,55.87,-4.39
"PA41","Paisley",164800,648700,55.67,-5.74
"PA42","Paisley",136600,646400,55.64,-6.18
"PA43","Paisley",131300,659700,55.75,-6.28
"PA44","Paisley",131000,664400,55.79,-6.29
"PA45","Paisley",139100,666300,55.82,-6.16
"PA46","Paisley",142300,670900,55.86,-6.11
"PA47","Paisley",117000,652400,55.68,-6.50
"PA48","Paisley",124900,658100,55.73,-6.38
"PA49","Paisley",124600,663100,55.78,-6.39
"PA5","Paisley",242900,662600,55.83,-4.50
"PA6","Paisley",241400,666300,55.86,-4.53
"PA60","Paisley",155300,672100,55.88,-5.91
"PA61","Paisley",138600,694500,56.07,-6.20
"PA62","Paisley",162200,725200,56.35,-5.85
"PA63","Paisley",170700,727300,56.38,-5.71
"PA64","Paisley",173500,733400,56.43,-5.67
"PA65","Paisley",170400,737000,56.46,-5.72
"PA66","Paisley",130900,723700,56.32,-6.35
"PA67","Paisley",138300,721500,56.31,-6.23
"PA68","Paisley",144700,734800,56.43,-6.14
"PA69","Paisley",147600,728400,56.38,-6.08
"PA7","Paisley",243800,671300,55.90,-4.50
"PA70","Paisley",150900,726400,56.36,-6.03
"PA71","Paisley",154900,739200,56.48,-5.98
"PA72","Paisley",156200,743200,56.51,-5.96
"PA73","Paisley",142600,741700,56.49,-6.18
"PA74","Paisley",140000,745900,56.53,-6.22
"PA75","Paisley",147100,754300,56.61,-6.12
"PA76","Paisley",128500,724400,56.33,-6.39
"PA77","Paisley",99500,744300,56.49,-6.88
"PA78","Paisley",121300,757300,56.62,-6.54
"PA8","Paisley",246700,670300,55.90,-4.45
"PA9","Paisley",240100,660300,55.81,-4.55
"PE1","Peterborough",519300,300300,52.58,-0.23
"PE10","Peterborough",509500,321200,52.77,-0.37
"PE11","Peterborough",523600,324900,52.80,-0.16
"PE12","Peterborough",536800,322600,52.78,0.02
"PE13","Peterborough",544600,310100,52.66,0.13
"PE14","Peterborough",549600,306900,52.63,0.21
"PE15","Peterborough",541500,295200,52.53,0.08
"PE16","Peterborough",539300,286000,52.45,0.05
"PE19","Peterborough",518900,261900,52.24,-0.25
"PE2","Peterborough",517700,297300,52.56,-0.26
"PE20","Peterborough",527600,338900,52.93,-0.10
"PE21","Peterborough",532800,343800,52.97,-0.02
"PE22","Peterborough",537100,352100,53.04,0.04
"PE23","Peterborough",539800,366000,53.17,0.09
"PE24","Peterborough",551600,365600,53.16,0.26
"PE25","Peterborough",556200,364300,53.15,0.33
"PE26","Peterborough",528200,285600,52.45,-0.11
"PE27","Peterborough",531100,272400,52.33,-0.07
"PE28","Peterborough",523500,274900,52.35,-0.18
"PE29","Peterborough",524100,272200,52.33,-0.17
"PE3","Peterborough",516800,300300,52.58,-0.27
"PE30","Peterborough",563200,320800,52.75,0.41
"PE31","Peterborough",572700,334000,52.87,0.56
"PE32","Peterborough",577400,318000,52.73,0.62
"PE33","Peterborough",567000,308500,52.64,0.46
"PE34","Peterborough",558000,316700,52.72,0.34
"PE35","Peterborough",569200,328300,52.82,0.51
"PE36","Peterborough",568500,340600,52.93,0.50
"PE37","Peterborough",582200,308600,52.64,0.69
"PE38","Peterborough",561000,301800,52.58,0.37
"PE4","Peterborough",517400,303100,52.61,-0.26
"PE5","Peterborough",512200,299200,52.57,-0.34
"PE6","Peterborough",518000,307900,52.65,-0.25
"PE7","Peterborough",522200,295000,52.53,-0.19
"PE8","Peterborough",505700,293300,52.52,-0.44
"PE9","Peterborough",502800,307400,52.65,-0.48
"PH1","Perth",309000,726400,56.42,-3.47
"PH10","Perth",316500,747100,56.60,-3.36
"PH11","Perth",324300,750400,56.63,-3.23
"PH12","Perth",329200,743200,56.57,-3.15
"PH13","Perth",321700,739100,56.53,-3.27
"PH14","Perth",326900,729600,56.45,-3.18
"PH15","Perth",280900,748100,56.61,-3.94
"PH16","Perth",289200,758700,56.70,-3.80
"PH17","Perth",254100,757600,56.68,-4.38
"PH18","Perth",284600,766300,56.77,-3.88
"PH19","Perth",262800,784800,56.93,-4.25
"PH2","Perth",313300,722500,56.38,-3.40
"PH20","Perth",269300,797900,57.05,-4.15
"PH21","Perth",277500,801500,57.08,-4.02
"PH22","Perth",290900,813400,57.19,-3.80
"PH23","Perth",291500,823300,57.28,-3.80
"PH24","Perth",294500,819500,57.25,-3.74
"PH25","Perth",300700,820200,57.26,-3.64
"PH26","Perth",303400,827700,57.33,-3.60
"PH3","Perth",294600,713500,56.30,-3.70
"PH30","Perth",241200,769700,56.79,-4.60
"PH31","Perth",228500,781400,56.89,-4.81
"PH32","Perth",237700,809100,57.14,-4.68
"PH33","Perth",210100,774300,56.82,-5.11
"PH34","Perth",221900,785400,56.92,-4.92
"PH35","Perth",222400,802100,57.07,-4.93
"PH36","Perth",163500,765500,56.72,-5.86
"PH38","Perth",171500,778900,56.84,-5.74
"PH39","Perth",166200,786700,56.91,-5.84
"PH4","Perth",289600,709000,56.26,-3.78
"PH40","Perth",169900,792200,56.96,-5.78
"PH41","Perth",167300,796800,57.00,-5.83
"PH42","Perth",147900,786600,56.90,-6.14
"PH43","Perth",140200,799700,57.01,-6.28
"PH44","Perth",127000,805200,57.05,-6.50
"PH49","Perth",209500,758000,56.67,-5.11
"PH5","Perth",287000,716700,56.32,-3.82
"PH50","Perth",218600,762000,56.71,-4.96
"PH6","Perth",276800,721700,56.37,-3.99
"PH7","Perth",287200,721600,56.37,-3.82
"PH8","Perth",301800,742300,56.56,-3.59
"PH9","Perth",296300,752300,56.65,-3.69
"PL1","Plymouth",246900,54600,50.37,-4.15
"PL10","Plymouth",242700,51900,50.34,-4.21
"PL11","Plymouth",240000,55000,50.37,-4.25
"PL12","Plymouth",240300,60200,50.41,-4.24
"PL13","Plymouth",224000,53800,50.35,-4.47
"PL14","Plymouth",225100,65600,50.46,-4.46
"PL15","Plymouth",230300,84200,50.63,-4.39
