copy dev.tpostcode (postcode_1,name,lat,long) from postcode.dat with delimited as ','


"postcode","district","x","y","latitude","longitude"
"AB10","Aberdeen",392900,804900,57.13,-2.11
"AB11","Aberdeen",394500,805300,57.13,-2.09
"AB12","Aberdeen",393300,801100,57.10,-2.11
"AB13","Aberdeen",385600,801900,57.10,-2.23
"AB14","Aberdeen",383600,801100,57.10,-2.27
"AB15","Aberdeen",390000,805300,57.13,-2.16
"AB16","Aberdeen",390600,807800,57.16,-2.15
"AB21","Aberdeen",387900,813200,57.21,-2.20
"AB22","Aberdeen",392800,810700,57.18,-2.11
"AB23","Aberdeen",394700,813500,57.21,-2.08
"AB25","Aberdeen",393200,806900,57.15,-2.11
"AB30","Aberdeen",370900,772900,56.84,-2.47
"AB31","Aberdeen",368100,798300,57.07,-2.52
"AB32","Aberdeen",380800,807200,57.15,-2.31
"AB33","Aberdeen",355200,815100,57.22,-2.74
"AB34","Aberdeen",350800,800600,57.09,-2.81
"AB35","Aberdeen",330300,794700,57.03,-3.14
"AB36","Aberdeen",335600,812300,57.19,-3.06
"AB37","Aberdeen",318700,827500,57.33,-3.35
"AB38","Aberdeen",326500,844600,57.48,-3.22
"AB39","Aberdeen",386800,787400,56.97,-2.21
"AB41","Aberdeen",393700,831700,57.37,-2.10
"AB42","Aberdeen",406700,845600,57.50,-1.88
"AB43","Aberdeen",397400,863000,57.65,-2.04
"AB44","Aberdeen",370700,864400,57.66,-2.49
"AB45","Aberdeen",366200,862500,57.65,-2.56
"AB51","Aberdeen",375600,822100,57.28,-2.40
"AB52","Aberdeen",363500,828300,57.34,-2.60
"AB53","Aberdeen",376400,848400,57.52,-2.39
"AB54","Aberdeen",354200,840600,57.45,-2.76
"AB55","Aberdeen",340700,848600,57.52,-2.99
"AB56","Aberdeen",344800,865300,57.67,-2.92
"AL1","St. Albans",515800,206900,51.74,-0.32
"AL10","St. Albans",522200,208300,51.76,-0.23
"AL2","St. Albans",515100,203800,51.72,-0.33
"AL3","St. Albans",512400,210100,51.77,-0.37
"AL4","St. Albans",517700,209500,51.77,-0.29
"AL5","St. Albans",513600,214400,51.81,-0.35
"AL6","St. Albans",524200,216300,51.83,-0.19
"AL7","St. Albans",525100,212500,51.79,-0.18
"AL8","St. Albans",523500,213200,51.80,-0.20
"AL9","St. Albans",524400,206700,51.74,-0.19
"B1","Birmingham",406300,286800,52.47,-1.90
"B10","Birmingham",410100,285800,52.47,-1.85
"B11","Birmingham",409600,284100,52.45,-1.85
"B12","Birmingham",408000,284700,52.46,-1.88
"B13","Birmingham",408300,282100,52.43,-1.87
"B14","Birmingham",407600,280000,52.41,-1.88
"B15","Birmingham",405200,285400,52.46,-1.92
"B16","Birmingham",404500,286500,52.47,-1.93
"B17","Birmingham",402700,284800,52.46,-1.96
"B18","Birmingham",405200,288200,52.49,-1.92
"B19","Birmingham",406500,288800,52.49,-1.90
"B2","Birmingham",407000,286800,52.47,-1.89
"B20","Birmingham",405600,290700,52.51,-1.91
"B21","Birmingham",404100,289900,52.50,-1.93
"B23","Birmingham",409900,292300,52.52,-1.85
"B24","Birmingham",411700,291300,52.51,-1.82
"B25","Birmingham",412200,285300,52.46,-1.82
"B26","Birmingham",414300,284800,52.46,-1.79
"B27","Birmingham",412100,283000,52.44,-1.82
"B28","Birmingham",410800,281000,52.42,-1.84
"B29","Birmingham",403600,282200,52.43,-1.94
"B3","Birmingham",406700,287000,52.48,-1.90
"B30","Birmingham",404900,280500,52.42,-1.92
"B31","Birmingham",401900,278900,52.40,-1.97
"B32","Birmingham",400500,283400,52.44,-1.99
"B33","Birmingham",414500,287000,52.48,-1.78
"B34","Birmingham",414900,288700,52.49,-1.78
"B35","Birmingham",414400,291300,52.51,-1.78
"B36","Birmingham",415000,289600,52.50,-1.77
"B37","Birmingham",417600,286800,52.47,-1.74
"B38","Birmingham",404500,278000,52.40,-1.93
"B4","Birmingham",407200,287200,52.48,-1.89
"B40","Birmingham",418900,284600,52.45,-1.72
"B42","Birmingham",406000,292900,52.53,-1.91
"B43","Birmingham",404800,294500,52.54,-1.92
"B44","Birmingham",407900,294200,52.54,-1.88
"B45","Birmingham",399400,276700,52.38,-2.00
"B46","Birmingham",420800,290100,52.50,-1.69
"B47","Birmingham",408200,276600,52.38,-1.88
"B48","Birmingham",403500,273100,52.35,-1.94
"B49","Birmingham",409100,257700,52.21,-1.86
"B5","Birmingham",407100,285800,52.47,-1.89
"B50","Birmingham",410000,252300,52.16,-1.85
"B6","Birmingham",407800,289600,52.50,-1.88
"B60","Birmingham",396600,269800,52.32,-2.04
"B61","Birmingham",395400,271900,52.34,-2.06
"B62","Birmingham",397800,284300,52.45,-2.03
"B63","Birmingham",395500,283800,52.45,-2.06
"B64","Birmingham",395400,286100,52.47,-2.06
"B65","Birmingham",397100,287300,52.48,-2.04
"B66","Birmingham",402400,288400,52.49,-1.96
"B67","Birmingham",401600,287600,52.48,-1.97
"B68","Birmingham",400000,286800,52.47,-2.00
"B69","Birmingham",398100,289400,52.50,-2.02
"B7","Birmingham",408700,288400,52.49,-1.87
"B70","Birmingham",399800,291400,52.52,-2.00
"B71","Birmingham",400700,293100,52.53,-1.98
"B72","Birmingham",412100,294900,52.55,-1.82
"B73","Birmingham",410700,295000,52.55,-1.84
"B74","Birmingham",409600,298400,52.58,-1.85
"B75","Birmingham",413000,297900,52.57,-1.80
"B76","Birmingham",414500,294200,52.54,-1.78
"B77","Birmingham",422500,302400,52.61,-1.66
"B78","Birmingham",422100,301000,52.60,-1.67
"B79","Birmingham",421600,305900,52.65,-1.68
"B8","Birmingham",410800,288100,52.49,-1.84
"B80","Birmingham",407100,264300,52.27,-1.89
"B9","Birmingham",410300,286700,52.47,-1.84
"B90","Birmingham",412000,278100,52.40,-1.82
"B91","Birmingham",414800,279600,52.41,-1.78
"B92","Birmingham",415400,282100,52.43,-1.77
"B93","Birmingham",417500,275900,52.38,-1.74
"B94","Birmingham",414200,272600,52.35,-1.79
"B95","Birmingham",415000,265300,52.28,-1.77
"B96","Birmingham",402700,261600,52.25,-1.96
"B97","Birmingham",403100,266800,52.29,-1.95
"B98","Birmingham",405900,267300,52.30,-1.91
"BA1","Bath",375000,165900,51.39,-2.36
"BA10","Bath",368800,135000,51.11,-2.44
"BA11","Bath",377300,148700,51.23,-2.32
"BA12","Bath",386900,141400,51.17,-2.18
"BA13","Bath",387500,151500,51.26,-2.17
"BA14","Bath",386000,157800,51.31,-2.20
"BA15","Bath",381600,161400,51.35,-2.26
"BA16","Bath",348000,136500,51.12,-2.74
"BA2","Bath",373800,162400,51.36,-2.37
"BA20","Bath",354900,115600,50.93,-2.64
"BA21","Bath",355500,117100,50.95,-2.63
"BA22","Bath",355300,119000,50.96,-2.63
"BA3","Bath",367000,153000,51.27,-2.47
"BA4","Bath",362900,141500,51.17,-2.53
"BA5","Bath",354400,146200,51.21,-2.65
"BA6","Bath",350700,138200,51.14,-2.70
"BA7","Bath",363700,132300,51.08,-2.51
"BA8","Bath",371200,122300,50.99,-2.41
"BA9","Bath",371300,128800,51.05,-2.40
"BB1","Blackburn",369500,429000,53.75,-2.46
"BB10","Blackburn",385600,433700,53.79,-2.21
"BB11","Blackburn",383400,431900,53.78,-2.25
"BB12","Blackburn",380900,434200,53.80,-2.29
"BB18","Blackburn",388800,446500,53.91,-2.17
"BB2","Blackburn",367000,427400,53.74,-2.50
"BB3","Blackburn",369300,422500,53.69,-2.46
"BB4","Blackburn",380900,423100,53.70,-2.29
"BB5","Blackburn",375500,428800,53.75,-2.37
"BB6","Blackburn",372600,433000,53.79,-2.41
"BB7","Blackburn",374600,442000,53.87,-2.38
"BB8","Blackburn",389300,440200,53.85,-2.16
"BB9","Blackburn",385900,437900,53.83,-2.21
"BD1","Bradford",416300,433300,53.79,-1.75
"BD10","Bradford",418100,437300,53.83,-1.72
"BD11","Bradford",421400,428400,53.75,-1.67
"BD12","Bradford",415800,427800,53.74,-1.76
"BD13","Bradford",409300,432200,53.78,-1.85
"BD14","Bradford",412100,431800,53.78,-1.81
"BD15","Bradford",410800,434800,53.81,-1.83
"BD16","Bradford",411000,439200,53.84,-1.83
"BD17","Bradford",415300,439000,53.84,-1.76
"BD18","Bradford",414700,437300,53.83,-1.77
"BD19","Bradford",419000,425700,53.72,-1.71
"BD2","Bradford",417500,435400,53.81,-1.73
"BD20","Bradford",403500,444500,53.89,-1.94
"BD21","Bradford",406200,440900,53.86,-1.90
"BD22","Bradford",403100,438800,53.84,-1.95
"BD23","Bradford",396500,455200,53.99,-2.05
"BD24","Bradford",382100,464700,54.07,-2.27
"BD3","Bradford",418000,433600,53.79,-1.72
"BD4","Bradford",418600,431100,53.77,-1.71
"BD5","Bradford",416000,431400,53.77,-1.75
"BD6","Bradford",414300,429800,53.76,-1.78
"BD7","Bradford",414400,431900,53.78,-1.78
"BD8","Bradford",414400,433900,53.80,-1.78
"BD9","Bradford",413900,435100,53.81,-1.78
"BH1","Bournemouth",409900,91700,50.72,-1.86
"BH10","Bournemouth",407700,95500,50.75,-1.89
"BH11","Bournemouth",405900,95800,50.76,-1.91
"BH12","Bournemouth",405200,93100,50.73,-1.92
"BH13","Bournemouth",405800,90100,50.71,-1.91
"BH14","Bournemouth",404000,91400,50.72,-1.94
"BH15","Bournemouth",401100,91400,50.72,-1.98
"BH16","Bournemouth",396900,93200,50.73,-2.04
"BH17","Bournemouth",401800,94100,50.74,-1.97
"BH18","Bournemouth",400500,95500,50.75,-1.99
"BH19","Bournemouth",402200,79100,50.61,-1.97
"BH2","Bournemouth",408400,91400,50.72,-1.88
"BH20","Bournemouth",389700,87500,50.68,-2.14
"BH21","Bournemouth",401900,101500,50.81,-1.97
"BH22","Bournemouth",407900,100700,50.80,-1.88
"BH23","Bournemouth",417400,94100,50.74,-1.75
"BH24","Bournemouth",415100,105000,50.84,-1.78
"BH25","Bournemouth",424200,94800,50.75,-1.65
"BH3","Bournemouth",408500,92900,50.73,-1.88
"BH31","Bournemouth",409000,108500,50.87,-1.87
"BH4","Bournemouth",407200,91300,50.72,-1.89
"BH5","Bournemouth",411700,91800,50.72,-1.83
"BH6","Bournemouth",413800,92000,50.72,-1.80
"BH7","Bournemouth",411900,92900,50.73,-1.83
"BH8","Bournemouth",410500,93500,50.74,-1.85
"BH9","Bournemouth",409100,94500,50.74,-1.87
"BL0","Bolton",379200,416600,53.64,-2.31
"BL1","Bolton",370600,410500,53.59,-2.44
"BL2","Bolton",373900,410200,53.58,-2.39
"BL3","Bolton",371400,407700,53.56,-2.43
"BL4","Bolton",373500,405700,53.54,-2.40
"BL5","Bolton",365900,406000,53.54,-2.51
"BL6","Bolton",364300,410700,53.59,-2.53
"BL7","Bolton",372100,414900,53.63,-2.42
"BL8","Bolton",378400,412100,53.60,-2.32
"BL9","Bolton",381100,410600,53.59,-2.28
"BN1","Brighton",531100,106100,50.83,-0.13
"BN10","Brighton",541100,101500,50.79,3.0e-03
"BN11","Brighton",514400,102800,50.81,-0.37
"BN12","Brighton",511000,102800,50.81,-0.42
"BN13","Brighton",512300,104700,50.83,-0.40
"BN14","Brighton",514100,104900,50.83,-0.38
"BN15","Brighton",518000,104800,50.83,-0.32
"BN16","Brighton",506100,102800,50.81,-0.49
"BN17","Brighton",503200,102700,50.81,-0.53
"BN18","Brighton",500000,106500,50.84,-0.57
"BN2","Brighton",533600,104500,50.82,-0.10
"BN20","Brighton",559000,99700,50.77,0.25
"BN21","Brighton",560500,99500,50.77,0.27
"BN22","Brighton",561000,101300,50.78,0.28
"BN23","Brighton",563000,102400,50.79,0.31
"BN24","Brighton",564200,104500,50.81,0.33
"BN25","Brighton",548700,99600,50.77,0.11
"BN26","Brighton",556600,104800,50.82,0.22
"BN27","Brighton",559300,110500,50.87,0.26
"BN3","Brighton",528500,105500,50.83,-0.17
"BN41","Brighton",525700,106100,50.84,-0.21
"BN42","Brighton",524500,105700,50.83,-0.23
"BN43","Brighton",522100,105500,50.83,-0.26
"BN44","Brighton",518000,111500,50.89,-0.32
"BN45","Brighton",527700,111600,50.88,-0.18
"BN5","Brighton",521700,115600,50.92,-0.26
"BN6","Brighton",529800,116100,50.92,-0.15
"BN7","Brighton",540700,110600,50.87,1.0e-03
"BN8","Brighton",544200,114700,50.91,0.05
"BN9","Brighton",544500,101600,50.79,0.05
"BR1","Bromley",540600,170000,51.41,0.02
"BR2","Bromley",540700,167500,51.38,0.02
"BR3","Bromley",537000,169000,51.40,-0.03
"BR4","Bromley",538700,166000,51.37,-7.0e-03
"BR5","Bromley",546400,167800,51.39,0.10
"BR6","Bromley",545700,165100,51.36,0.09
"BR7","Bromley",544100,170000,51.41,0.07
"BR8","Bromley",551400,168800,51.39,0.17
"BS1","Bristol",358800,172900,51.45,-2.59
"BS10","Bristol",357700,178800,51.50,-2.61
"BS11","Bristol",353200,177800,51.49,-2.67
"BS13","Bristol",357500,168300,51.41,-2.61
"BS14","Bristol",361000,168400,51.41,-2.56
"BS15","Bristol",364900,173500,51.45,-2.50
"BS16","Bristol",364600,176400,51.48,-2.51
"BS2","Bristol",359700,173600,51.46,-2.58
"BS20","Bristol",347800,175900,51.47,-2.75
"BS21","Bristol",341000,171000,51.43,-2.84
"BS22","Bristol",335300,162800,51.36,-2.92
"BS23","Bristol",332400,160900,51.34,-2.97
"BS24","Bristol",335100,159200,51.32,-2.93
"BS25","Bristol",342500,158300,51.32,-2.82
"BS26","Bristol",340400,153800,51.27,-2.85
"BS27","Bristol",346300,152800,51.27,-2.77
"BS28","Bristol",343200,147700,51.22,-2.81
"BS29","Bristol",338900,159500,51.33,-2.87
"BS3","Bristol",358200,171200,51.43,-2.60
"BS30","Bristol",367200,171900,51.44,-2.47
"BS31","Bristol",365800,167800,51.40,-2.49
"BS32","Bristol",361200,182800,51.54,-2.55
"BS34","Bristol",360900,180700,51.52,-2.56
"BS35","Bristol",362000,188800,51.59,-2.54
"BS36","Bristol",366300,180900,51.52,-2.48
"BS37","Bristol",371100,182400,51.53,-2.41
"BS39","Bristol",363000,158900,51.32,-2.53
"BS4","Bristol",361000,170800,51.43,-2.56
"BS40","Bristol",351900,161100,51.34,-2.69
"BS41","Bristol",354700,169500,51.42,-2.65
"BS48","Bristol",348000,169900,51.42,-2.74
"BS49","Bristol",343100,164900,51.38,-2.81
"BS5","Bristol",361800,173800,51.46,-2.55
"BS6","Bristol",358400,174800,51.47,-2.59
"BS7","Bristol",359700,176600,51.48,-2.58
"BS8","Bristol",356900,173400,51.45,-2.62
"BS9","Bristol",356600,176700,51.48,-2.62
"BS99","Bristol",360200,173400,51.45,-2.57
"BT1","Belfast",146300,529800,54.59,-5.92
"BT10","Belfast",142500,525600,54.56,-5.98
"BT11","Belfast",141700,527400,54.57,-5.99
"BT12","Belfast",144500,529100,54.59,-5.95
"BT13","Belfast",144400,530600,54.60,-5.95
"BT14","Belfast",144300,532300,54.62,-5.96
"BT15","Belfast",146300,532500,54.62,-5.93
"BT16","Belfast",154700,528400,54.59,-5.79
"BT17","Belfast",140300,525100,54.55,-6.01
"BT18","Belfast",153500,534100,54.64,-5.82
"BT19","Belfast",163500,534700,54.65,-5.66
"BT2","Belfast",146200,529100,54.59,-5.93
"BT20","Belfast",163700,535400,54.65,-5.66
"BT21","Belfast",171300,532800,54.63,-5.54
"BT22","Belfast",172200,517700,54.50,-5.51
"BT23","Belfast",159900,525000,54.56,-5.71
"BT24","Belfast",148800,509300,54.41,-5.87
"BT25","Belfast",133200,507800,54.39,-6.11
"BT26","Belfast",136800,513900,54.45,-6.06
"BT27","Belfast",139800,520200,54.51,-6.02
"BT28","Belfast",135500,521900,54.52,-6.08
"BT29","Belfast",129300,533100,54.62,-6.19
"BT3","Belfast",148000,532000,54.62,-5.90
"BT30","Belfast",159200,499500,54.33,-5.70
"BT31","Belfast",141600,494200,54.27,-5.97
"BT32","Belfast",124100,501600,54.33,-6.24
"BT33","Belfast",146200,487600,54.22,-5.89
"BT34","Belfast",127100,481300,54.15,-6.18
"BT35","Belfast",110000,483500,54.16,-6.44
"BT36","Belfast",145100,538500,54.67,-5.95
"BT37","Belfast",148200,538300,54.67,-5.90
"BT38","Belfast",155500,543800,54.73,-5.79
"BT39","Belfast",141500,546300,54.74,-6.01
"BT4","Belfast",150300,529900,54.60,-5.86
"BT40","Belfast",154700,556900,54.84,-5.82
"BT41","Belfast",125800,545900,54.73,-6.26
"BT42","Belfast",125200,559500,54.85,-6.28
"BT43","Belfast",126500,563400,54.89,-6.26
"BT44","Belfast",125900,572800,54.97,-6.28
"BT45","Belfast",101600,550500,54.76,-6.63
"BT46","Belfast",100800,562300,54.86,-6.66
"BT47","Belfast",66600,576800,54.97,-7.21
"BT48","Belfast",59500,581300,55.00,-7.32
"BT49","Belfast",83800,583800,55.04,-6.95
"BT5","Belfast",150000,528400,54.58,-5.87
"BT51","Belfast",101200,583700,55.05,-6.68
"BT52","Belfast",103500,592100,55.13,-6.65
"BT53","Belfast",114600,585900,55.08,-6.47
"BT54","Belfast",129100,597800,55.20,-6.25
"BT55","Belfast",100200,597400,55.18,-6.71
"BT56","Belfast",104200,599200,55.19,-6.64
"BT57","Belfast",112600,599000,55.20,-6.51
"BT6","Belfast",148200,527500,54.58,-5.89
"BT60","Belfast",97500,498500,54.29,-6.65
"BT61","Belfast",99800,506800,54.36,-6.62
"BT62","Belfast",110400,511100,54.41,-6.46
"BT63","Belfast",115200,509800,54.40,-6.38
"BT64","Belfast",115300,514900,54.45,-6.39
"BT65","Belfast",117000,514300,54.44,-6.36
"BT66","Belfast",119200,515300,54.45,-6.33
"BT67","Belfast",123600,518600,54.48,-6.26
"BT68","Belfast",85200,507600,54.36,-6.84
"BT69","Belfast",79100,514500,54.42,-6.94
"BT7","Belfast",146500,527800,54.58,-5.92
"BT70","Belfast",83800,524300,54.51,-6.88
"BT71","Belfast",95600,523300,54.51,-6.70
"BT74","Belfast",32000,509000,54.34,-7.66
"BT75","Belfast",54900,510800,54.37,-7.31
"BT76","Belfast",63300,515100,54.41,-7.19
"BT77","Belfast",68200,515600,54.42,-7.11
"BT78","Belfast",52800,532900,54.57,-7.37
"BT79","Belfast",64400,537900,54.62,-7.20
"BT8","Belfast",147500,523100,54.54,-5.90
"BT80","Belfast",93700,538100,54.64,-6.74
"BT81","Belfast",38400,547700,54.69,-7.61
"BT82","Belfast",51500,561400,54.82,-7.42
"BT9","Belfast",144800,526800,54.57,-5.94
"BT92","Belfast",44100,494600,54.22,-7.46
"BT93","Belfast",22600,523400,54.46,-7.82
"BT94","Belfast",40300,512000,54.37,-7.54
"CA1","Carlisle",341600,554900,54.88,-2.91
"CA10","Carlisle",357400,524200,54.61,-2.65
"CA11","Carlisle",349300,530200,54.66,-2.78
"CA12","Carlisle",326800,523600,54.60,-3.13
"CA13","Carlisle",311900,530300,54.66,-3.36
"CA14","Carlisle",300800,527700,54.63,-3.53
"CA15","Carlisle",304600,536200,54.71,-3.48
"CA16","Carlisle",368800,520000,54.57,-2.48
"CA17","Carlisle",377300,509300,54.47,-2.35
"CA18","Carlisle",309700,496300,54.35,-3.39
"CA19","Carlisle",310200,499900,54.38,-3.38
"CA2","Carlisle",339100,554800,54.88,-2.94
"CA20","Carlisle",305200,502600,54.41,-3.46
"CA21","Carlisle",301800,506600,54.44,-3.51
"CA22","Carlisle",300800,510500,54.48,-3.53
"CA23","Carlisle",303400,514300,54.51,-3.49
"CA24","Carlisle",300200,514400,54.51,-3.54
"CA25","Carlisle",301800,515200,54.52,-3.51
"CA26","Carlisle",304200,517600,54.54,-3.48
"CA27","Carlisle",296900,511800,54.49,-3.59
"CA28","Carlisle",298000,517600,54.54,-3.57
"CA3","Carlisle",339800,557400,54.90,-2.93
"CA4","Carlisle",346500,550500,54.84,-2.83
"CA5","Carlisle",334800,551600,54.85,-3.01
"CA6","Carlisle",342900,567000,54.99,-2.89
"CA7","Carlisle",320500,546500,54.80,-3.23
"CA8","Carlisle",356100,560700,54.93,-2.68
"CA9","Carlisle",373100,545300,54.80,-2.41
"CB1","Cambridge",549700,255400,52.17,0.19
"CB10","Cambridge",555400,239300,52.03,0.26
"CB11","Cambridge",552000,235800,52.00,0.21
"CB2","Cambridge",545900,253800,52.16,0.13
"CB3","Cambridge",538300,259200,52.21,0.02
"CB4","Cambridge",544400,262700,52.24,0.11
"CB5","Cambridge",550900,262400,52.23,0.21
"CB6","Cambridge",551300,280800,52.40,0.22
"CB7","Cambridge",558000,276800,52.36,0.32
"CB8","Cambridge",565700,262000,52.23,0.42
"CB9","Cambridge",567300,245500,52.08,0.44
"CF10","Cardiff",318300,175700,51.47,-3.17
"CF11","Cardiff",317200,175600,51.47,-3.19
"CF14","Cardiff",316600,180800,51.51,-3.20
"CF15","Cardiff",311700,182500,51.53,-3.27
"CF23","Cardiff",320200,180300,51.51,-3.15
"CF24","Cardiff",319200,176900,51.48,-3.16
"CF3","Cardiff",322900,180700,51.51,-3.11
"CF31","Cardiff",290700,180100,51.50,-3.57
"CF32","Cardiff",290300,185800,51.56,-3.58
"CF33","Cardiff",282700,182000,51.52,-3.69
"CF34","Cardiff",285700,191500,51.61,-3.65
"CF35","Cardiff",294700,181500,51.52,-3.51
"CF36","Cardiff",282100,177600,51.48,-3.69
"CF37","Cardiff",307700,190200,51.60,-3.33
"CF38","Cardiff",307700,185500,51.56,-3.33
"CF39","Cardiff",301400,190200,51.60,-3.42
"CF40","Cardiff",299600,192300,51.62,-3.45
"CF41","Cardiff",297500,195400,51.64,-3.48
"CF42","Cardiff",294800,197600,51.66,-3.52
"CF43","Cardiff",299800,196500,51.65,-3.44
"CF44","Cardiff",299300,203200,51.71,-3.45
"CF45","Cardiff",305900,197600,51.66,-3.36
"CF46","Cardiff",310100,197100,51.66,-3.30
"CF47","Cardiff",305100,206800,51.75,-3.37
"CF48","Cardiff",305500,205600,51.74,-3.36
"CF5","Cardiff",313800,176700,51.48,-3.24
"CF61","Cardiff",297100,168700,51.40,-3.48
"CF62","Cardiff",309000,168100,51.40,-3.30
"CF63","Cardiff",312700,168900,51.41,-3.25
"CF64","Cardiff",317400,171200,51.43,-3.18
"CF71","Cardiff",299000,174700,51.46,-3.45
"CF72","Cardiff",303000,182200,51.53,-3.39
"CF81","Cardiff",314100,200900,51.70,-3.24
"CF82","Cardiff",314500,195500,51.65,-3.23
"CF83","Cardiff",315700,188200,51.58,-3.21
"CH1","Chester",339400,367600,53.20,-2.90
"CH2","Chester",342000,369200,53.21,-2.86
"CH3","Chester",345100,363600,53.16,-2.82
"CH4","Chester",337300,363900,53.16,-2.93
"CH41","Chester",331500,389100,53.39,-3.03
"CH42","Chester",332100,386900,53.37,-3.02
"CH43","Chester",329600,387900,53.38,-3.05
"CH44","Chester",331100,391500,53.41,-3.03
"CH45","Chester",330200,392900,53.42,-3.05
"CH46","Chester",326200,390200,53.40,-3.11
"CH47","Chester",322300,389500,53.39,-3.16
"CH48","Chester",322200,386700,53.37,-3.16
"CH49","Chester",326700,387700,53.38,-3.10
"CH5","Chester",330500,368000,53.20,-3.04
"CH6","Chester",323600,373200,53.25,-3.14
"CH60","Chester",327100,381600,53.32,-3.09
"CH61","Chester",326700,384000,53.34,-3.10
"CH62","Chester",334700,382400,53.33,-2.98
"CH63","Chester",332700,383600,53.34,-3.01
"CH64","Chester",330200,377300,53.28,-3.04
"CH65","Chester",339900,376000,53.27,-2.90
"CH66","Chester",337700,376000,53.27,-2.93
"CH7","Chester",324300,364200,53.16,-3.13
"CH8","Chester",317300,376800,53.28,-3.24
"CM0","Chelmsford",596200,199800,51.66,0.83
"CM1","Chelmsford",569600,208000,51.74,0.45
"CM11","Chelmsford",569300,194500,51.62,0.44
"CM12","Chelmsford",567200,194900,51.62,0.41
"CM13","Chelmsford",561900,193400,51.61,0.33
"CM14","Chelmsford",558700,193600,51.61,0.29
"CM15","Chelmsford",559500,196400,51.64,0.30
"CM16","Chelmsford",546600,202300,51.70,0.12
"CM17","Chelmsford",548000,210200,51.77,0.14
"CM18","Chelmsford",545400,208500,51.75,0.10
"CM19","Chelmsford",543200,208900,51.76,0.07
"CM2","Chelmsford",571800,205500,51.72,0.48
"CM20","Chelmsford",545200,210600,51.77,0.10
"CM21","Chelmsford",548000,214800,51.81,0.14
"CM22","Chelmsford",553000,220500,51.86,0.22
"CM23","Chelmsford",548700,221500,51.87,0.16
"CM24","Chelmsford",551800,224600,51.89,0.20
"CM3","Chelmsford",578500,205500,51.72,0.58
"CM4","Chelmsford",565400,200000,51.67,0.39
"CM5","Chelmsford",555300,204900,51.72,0.24
"CM6","Chelmsford",562900,222500,51.87,0.36
"CM7","Chelmsford",574600,225200,51.89,0.53
"CM8","Chelmsford",581900,215200,51.80,0.63
"CM9","Chelmsford",586500,208200,51.74,0.70
"CO1","Colchester",600200,225200,51.88,0.91
"CO10","Colchester",586700,243400,52.05,0.72
"CO11","Colchester",611600,231500,51.94,1.07
"CO12","Colchester",623700,230900,51.93,1.25
"CO13","Colchester",623100,220500,51.83,1.23
"CO14","Colchester",625100,221900,51.85,1.26
"CO15","Colchester",617600,215600,51.79,1.15
"CO16","Colchester",615400,218200,51.82,1.12
"CO2","Colchester",599300,223000,51.86,0.89
"CO3","Colchester",597000,224600,51.88,0.86
"CO4","Colchester",601100,227200,51.90,0.92
"CO5","Colchester",594500,216700,51.81,0.82
"CO6","Colchester",591800,228800,51.92,0.79
"CO7","Colchester",606800,224900,51.88,1.00
"CO8","Colchester",590100,234200,51.97,0.76
"CO9","Colchester",579300,233300,51.96,0.61
"CR0","Croydon",534000,165500,51.37,-0.07
"CR2","Croydon",533700,163000,51.35,-0.08
"CR3","Croydon",533900,156000,51.28,-0.08
"CR4","Croydon",528100,168900,51.40,-0.15
"CR5","Croydon",529700,158700,51.31,-0.13
"CR6","Croydon",535800,158400,51.30,-0.05
"CR7","Croydon",532000,168000,51.39,-0.10
"CR8","Croydon",531600,161400,51.33,-0.11
"CT1","Canterbury",615300,157700,51.27,1.08
"CT10","Canterbury",638800,168200,51.36,1.43
"CT11","Canterbury",637800,165200,51.33,1.41
"CT12","Canterbury",634900,165800,51.34,1.37
"CT13","Canterbury",632300,157300,51.26,1.33
"CT14","Canterbury",636500,151800,51.21,1.38
"CT15","Canterbury",629500,146500,51.17,1.28
"CT16","Canterbury",631000,143100,51.14,1.30
"CT17","Canterbury",630600,141800,51.12,1.29
"CT18","Canterbury",620500,139800,51.11,1.15
"CT19","Canterbury",622000,136900,51.08,1.17
"CT2","Canterbury",614900,159400,51.29,1.08
"CT20","Canterbury",621700,135900,51.07,1.16
"CT21","Canterbury",615600,134900,51.07,1.07
"CT3","Canterbury",624000,158100,51.27,1.21
"CT4","Canterbury",614200,151800,51.22,1.06
"CT5","Canterbury",611400,166000,51.35,1.03
"CT6","Canterbury",617900,167500,51.36,1.13
"CT7","Canterbury",629700,168800,51.37,1.30
"CT8","Canterbury",632500,169900,51.38,1.34
"CT9","Canterbury",635900,170400,51.38,1.39
"CV1","Coventry",433600,279200,52.41,-1.50
"CV10","Coventry",433900,292100,52.52,-1.50
"CV11","Coventry",437100,291400,52.51,-1.45
"CV12","Coventry",435800,286400,52.47,-1.47
"CV13","Coventry",439700,301800,52.61,-1.41
"CV2","Coventry",436400,280700,52.42,-1.46
"CV21","Coventry",449400,274700,52.36,-1.27
"CV22","Coventry",448600,273300,52.35,-1.28
"CV23","Coventry",447100,274000,52.36,-1.30
"CV3","Coventry",435300,277400,52.39,-1.48
"CV31","Coventry",432500,264600,52.27,-1.52
"CV32","Coventry",432000,266600,52.29,-1.53
"CV33","Coventry",435200,262300,52.25,-1.48
"CV34","Coventry",428700,265100,52.28,-1.57
"CV35","Coventry",427700,259100,52.22,-1.59
"CV36","Coventry",425700,241100,52.06,-1.62
"CV37","Coventry",419600,254200,52.18,-1.71
